Origin;Ship to Country code;Ship to simplified postcode 2 digits;Minimum;<=50kg;<=100kg;<=200;<=400;<=800;<=1500;<=5000;<=10000;<=15000;FTL;Carrier Leadtime in working days;Custom Clearance;DG Surcharge per shipment;Distance
PL46;GB;GL;126.5695352;494.0641871;220.7072542;129.1634679;86.16388538;61.45869604;52.30683435;39.54588336;30.16731918;25.27711556;4520.393613;4.957326715;97;0;1705.709851
PL46;FR;85;134.374199;524.5296928;234.3167372;137.1280815;91.47701354;65.24842682;55.5322334;41.98440322;32.02752816;26.83577966;4799.13488;5.263010611;0;0;1810.889127
PL46;PL;80;34.46876988;134.548845;60.10536063;35.17517738;23.46507106;16.7370896;14.24475672;10.76955802;8.215487094;6.883734528;1231.041949;1.350032245;0;0;464.5171546
PL46;PL;49;4.064427587;15.86549329;7.087397859;4.1477245;2.766912845;1.973574599;1.679688088;1.26990574;0.968739311;0.811704062;145.1598323;0.15919072;0;0;54.7741142
PL46;PL;61;16.30783872;63.65764928;28.43700343;16.64205371;11.10177693;7.918639359;6.739468683;5.095285267;3.886905132;3.25682735;582.4296494;0.63872625;0;0;219.7720101
PL46;PL;43;11.53302835;45.01917675;20.11086646;11.76938775;7.851261612;5.600122357;4.766203831;3.603424736;2.748849056;2.303253227;411.8987055;0.451712092;0;0;155.4244475
PL46;RO;41;47.27004961;184.5186411;82.42775673;48.23880821;32.17971157;22.95304005;19.53508521;14.76924021;11.26661856;9.440269372;1688.235878;1.851417716;0;0;637.0331468
PL46;CZ;67;21.34711412;83.32846106;37.2243047;21.78460468;14.53233032;10.36557333;8.822027832;6.669776292;5.087995341;4.263217604;762.4058838;0.836098663;0;0;287.6836262
PL46;PT;38;210.7716097;822.746989;367.5357041;215.0911907;143.4855614;102.3449148;87.1046548;65.85431066;50.23653135;42.09305443;7527.645864;8.25525455;0;0;2840.456121
PL46;FR;74;92.29147332;360.2597708;160.9344431;94.18290689;62.82864131;44.81420902;38.14089069;28.83591089;21.99728654;18.4314672;3296.162745;3.614763897;0;0;1243.762766
PL46;GB;YO;119.0935652;464.8817377;207.6709354;121.5342843;81.07451988;57.82856996;49.21727314;37.21006188;28.385453;23.78409468;4253.391548;4.664516712;97;0;1604.960206
PL46;GB;M2;127.4934089;497.670528;222.3182708;130.1062755;86.79282461;61.90730377;52.68863955;39.83454208;30.38752061;25.46162174;4553.389489;4.993511913;97;0;1718.160402
PL46;GB;SO;122.5254457;478.2780836;213.6553212;125.0364983;83.41081798;59.49499707;50.6355513;38.28233214;29.20342738;24.46947321;4375.960151;4.798932574;97;0;1651.209823
PL46;DE;04;34.31844689;133.9620592;59.84323297;35.02177364;23.36273669;16.66409687;14.18263339;10.72259051;8.179658236;6.853713624;1225.673207;1.344144571;0;0;462.4913321
PL46;DE;24;60.48639046;236.1086282;105.473921;61.72600648;41.17691043;29.3705328;24.99694418;18.89860572;14.41667811;12.07969579;2160.253592;2.369059812;0;0;815.1426954
PL46;CH;83;70.15314617;273.8428096;122.3304505;71.59087395;47.75768226;34.06444434;28.99188173;21.91892489;16.72070889;14.01023698;2505.498921;2.747675932;36;0;945.4163858
PL46;NL;50;81.63109277;318.6469748;142.3452675;83.30405111;55.57144624;39.63782051;33.73532217;25.50513967;19.45642944;16.30248987;2915.430398;3.197230648;0;0;1100.098526
PL46;GB;LN;114.9902787;448.8645587;200.5157768;117.3469046;78.28115335;55.83612656;47.52152601;35.92801492;27.40745184;22.96463014;4106.843883;4.503804013;97;0;1549.662412
PL46;ES;46;174.6094098;681.5878402;304.4774032;178.187878;118.8676655;84.78554202;72.16006175;54.55565072;41.61742232;34.87112616;6236.123564;6.838896032;0;0;2353.117518
PL46;ES;29;214.7213897;838.1649556;374.4231838;219.1219181;146.1744264;104.2628197;88.736963;67.08839547;51.1779449;42.88186231;7668.711093;8.40995489;0;0;2893.685192
PL46;FR;07;109.7888936;428.5609517;191.4457947;112.0389216;74.74024163;53.31047656;45.3719725;34.3028737;26.16772346;21.92586507;3921.077948;4.300082278;0;0;1479.56613
PL46;FR;59;94.47570695;368.7859269;164.7432286;96.41190449;64.31558726;45.87481298;39.0435593;29.51836144;22.51788949;18.86767901;3374.172005;3.700313391;0;0;1273.198513
PL46;FR;51;91.65298301;357.7674238;159.8210675;93.53133128;62.39398059;44.50417563;37.87702461;28.63641847;21.84510505;18.30395473;3273.359252;3.589756259;0;0;1235.158174
PL46;ES;11;223.5305625;872.5515619;389.7842921;228.1116272;152.1713873;108.5403124;92.37749103;69.84076805;53.27757437;44.64113619;7983.328099;8.754982209;0;0;3012.401696
PL46;IT;38;66.81506001;260.8125901;116.5096199;68.18437662;45.48523595;32.44356122;27.61236557;20.87596012;15.92509002;13.34359007;2386.280159;2.616933699;0;0;900.4307861
PL46;IT;60;81.15746701;316.7981766;141.5193765;82.8207188;55.24901924;39.40784082;33.53958894;25.35715817;19.34354272;16.20790239;2898.514994;3.178680231;0;0;1093.715725
PL46;PT;25;223.7310928;873.3343321;390.1339694;228.3162672;152.307901;108.6376844;92.46036331;69.90342253;53.32536993;44.68118397;7990.489981;8.762836346;0;0;3015.104136
PL46;DE;39;42.51739183;165.9666412;74.14024863;43.38874884;28.94427692;20.64527974;17.57097526;13.28430112;10.13384246;8.491119328;1518.496107;1.665271205;0;0;572.9841228
PL46;DE;32;59.48586806;232.203089;103.7292472;60.70497925;40.49579158;28.88470656;24.58346269;18.58599857;14.17820778;11.87988214;2124.52023;2.329872528;0;0;801.6591908
PL46;DE;08;35.88209079;140.0657432;62.56985714;36.61746307;24.42720797;17.42335948;14.82883362;11.21114157;8.55234622;7.165987883;1281.518288;1.405387537;0;0;483.5637238
PL46;BG;97;95.62257356;373.2627207;166.743092;97.58227513;65.09633187;46.43169996;39.51751981;29.87669295;22.79124035;19.09671896;3415.132007;3.745232514;0;0;1288.654221
PL46;PL;85;22.04656496;86.05876744;38.44398109;22.49839016;15.00849073;10.70520748;9.111086799;6.888315462;5.254706521;4.402904453;787.386564;0.863493931;0;0;297.1097506
PL46;PL;22;33.64156844;131.3198641;58.66291747;34.33102316;22.90194273;16.33542326;13.90290282;10.51110395;8.018327089;6.718534691;1201.498693;1.317633392;0;0;453.3694037
PL46;PL;73;28.77022841;112.3045881;50.16845567;29.35984925;19.58571357;13.9700341;11.88974558;8.989083314;6.857263575;5.745682696;1027.520221;1.126838474;0;0;387.7209626
PL46;PL;08;27.8359394;108.6575909;48.53927719;28.40641279;18.94968397;13.51636897;11.50363607;8.69717038;6.634579697;5.559096474;994.1523643;1.090245341;0;0;375.1300499
PL46;ES;09;169.4040922;661.2688827;295.4005638;172.875882;115.3240767;82.25798251;70.00888308;52.92928082;40.37675665;33.83157574;6050.217182;6.635020274;0;0;2282.96824
PL46;FR;41;114.2594403;446.0117311;199.241368;116.6010883;77.78362546;55.48125149;47.21949566;35.6996689;27.23325957;22.81867491;4080.742206;4.475179395;0;0;1539.813295
PL46;DE;40;71.08887179;277.4954146;123.9621341;72.54577646;48.39468985;34.51880704;29.37858494;22.21128668;16.94373517;14.19711011;2538.918086;2.784325333;0;0;958.026659
PL46;FR;93;102.8205288;401.3599395;179.294619;104.9277462;69.99643513;49.92682969;42.49218708;32.1256504;24.50684287;20.53421769;3672.204856;4.027153561;0;0;1385.657209
PL46;FR;26;106.9358;417.4239008;186.4706761;109.1273563;72.79796044;51.92509255;44.19288709;33.41144192;25.48770054;21.3560757;3819.180553;4.188335664;0;0;1441.116516
PL46;GB;G5;141.8948959;553.8867335;247.4310491;144.8029086;96.59682744;68.90027103;58.64027868;44.33419934;33.8200548;28.3377329;5067.734351;5.557572423;97;0;1912.241532
PL46;SE;37;55.11716151;215.1498427;96.11125898;56.24673985;37.5217368;26.76338244;22.77802658;17.22102271;13.13694485;11.00741074;1968.493164;2.158764167;0;0;742.7844719
PL46;SE;19;85.8377366;335.0676092;149.6806568;87.59690644;58.43517467;41.68045141;35.47378334;26.81948001;20.4590654;17.14259584;3065.669441;3.361991526;0;0;1156.789212
PL46;NL;67;78.27983806;305.5653518;136.501474;79.88411533;53.29003526;38.0105431;32.3503639;24.45806047;18.6576719;15.63321308;2795.741325;3.065972644;0;0;1054.935461
PL46;DE;73;58.04017524;226.559827;101.2083018;59.22965822;39.51161707;28.18271777;23.98600759;18.13430062;13.83363295;11.59116382;2072.887738;2.273249332;0;0;782.1763628
PL46;GB;B9;124.3601515;485.4398576;216.854613;126.9088048;84.65981819;60.38587988;51.39377207;38.85557482;29.64072182;24.83588104;4441.486125;4.870792172;97;0;1675.93517
PL46;NL;54;78.10932243;304.8997441;136.2041352;79.71010514;53.17395449;37.92774539;32.27989566;24.40478389;18.61703021;15.59915952;2789.651409;3.059294088;0;0;1052.637513
PL46;GB;BA;128.894479;503.1396055;224.761405;131.5360594;87.74662166;62.58762503;53.26765365;40.27229796;30.72145982;25.74142851;4603.428297;5.048387382;97;0;1737.041875
PL46;PL;62;13.42422973;52.40148144;23.40867318;13.69934766;9.138721969;6.518437896;5.547772296;4.194319133;3.199608993;2.680943765;479.4424049;0.525784444;0;0;180.9111558
PL46;LT;89;59.05209796;230.5098674;102.972855;60.26231941;40.20049684;28.67407969;24.40420044;18.45046973;14.07482049;11.79325421;2109.028259;2.312883131;0;0;795.8135034
PL46;PL;07;29.00761614;113.2312311;50.58240357;29.60210203;19.74731841;14.08530307;11.98784976;9.063253669;6.913843946;5.793091237;1035.998453;1.136136197;0;0;390.9201099
PL46;LT;51;52.83094278;206.2255878;92.12463568;53.91366705;35.96536316;25.65325731;21.83321103;16.50670754;12.59203418;10.55083155;1886.841537;2.06922024;0;0;711.9743263
PL46;RS;34;70.49346105;275.1712288;122.923879;71.93816329;47.98935611;34.22969191;29.13252217;22.02525421;16.80182152;14.07820103;2517.653167;2.761004986;84;0;950.0026272
PL46;CZ;69;21.35116546;83.34427546;37.23136927;21.78873905;14.53508833;10.36754055;8.823702111;6.671042108;5.08896096;4.264026694;762.5505761;0.836257341;0;0;287.7382239
PL46;CZ;75;14.98507539;58.49424254;26.13041786;15.29218149;10.2012883;7.276341752;6.192816106;4.681995889;3.571630026;2.992659187;535.1875471;0.586917811;0;0;201.9458369
PL46;CZ;79;12.12268465;47.32090016;21.13908722;12.37112854;8.25267794;5.886443291;5.009888493;3.78765927;2.889391169;2.421013085;432.9581063;0.474807057;0;0;163.3709297
PL46;ES;49;189.1378161;738.2994749;329.8114985;193.0140314;128.7580703;91.84013778;78.16415223;59.09496312;45.08020717;37.77258428;6755.00131;7.407927565;0;0;2548.90907
PL46;GB;UB;116.1407327;453.3553559;202.5218957;118.5209361;79.0643401;56.39475547;47.99696906;36.28746728;27.68165773;23.19438652;4147.932007;4.548863642;97;0;1565.166464
PL46;ES;18;205.960899;803.9683795;359.1469655;210.1818887;140.2106065;100.0089655;85.11655357;64.35123328;49.08991858;41.13231068;7355.83275;8.06683429;0;0;2775.624749
PL46;FR;24;129.7881547;506.6280683;226.3197633;132.4480501;88.35500315;63.0215694;53.63697903;40.55152148;30.93446366;25.91990386;4635.345657;5.083389817;0;0;1749.085462
PL46;FR;56;139.6722177;545.2105087;243.5552252;142.5346784;95.08370979;67.8209994;57.72172222;43.639737;33.29028873;27.89384334;4988.352052;5.470517174;0;0;1882.287687
PL46;IT;46;76.08576271;297.0007786;132.6755269;77.64507432;51.79638944;36.94516027;31.44362804;23.77253493;18.13472322;15.19503578;2717.380571;2.980037681;0;0;1025.367082
PL46;ES;41;216.2524368;844.1413982;377.092967;220.6843427;147.216707;105.0062542;89.36969211;67.56676185;51.54286358;43.18762669;7723.39199;8.469921144;0;0;2914.318294
PL46;IT;41;80.45672287;314.0628218;140.2974449;82.10561351;54.77197839;39.06757868;33.24999549;25.13821492;19.17652329;16.06795726;2873.488123;3.151234308;0;0;1084.272172
PL46;ES;01;162.9849345;636.2117003;284.207075;166.3251692;110.9541502;79.14101553;67.35606605;50.92365395;38.84677726;32.54961013;5820.958859;6.383602254;0;0;2196.460689
PL46;DE;97;52.46157592;204.7837643;91.48054748;53.53673035;35.71391178;25.47390289;21.68056442;16.39130111;12.50399714;10.47706555;1873.649709;2.054753314;0;0;706.996567
PL46;RS;37;76.64965297;299.2019243;133.6588178;78.22052102;52.1802652;37.21896992;31.67666449;23.94871903;18.2691241;15.30764992;2737.519745;3.002123471;84;0;1032.966329
PL46;PL;76;34.78681733;135.7903432;60.65995995;35.49974293;23.68158607;16.89152472;14.37619478;10.86893002;8.291292372;6.947251566;1242.400919;1.362489154;0;0;468.8033098
PL46;BE;23;83.25265712;324.9767513;145.1728912;84.958848;56.67534762;40.42520769;34.40545893;26.01178761;19.84292252;16.62633138;2973.34409;3.260742173;0;0;1121.95148
PL46;GB;B7;123.67758;482.7754396;215.6643701;126.2122445;84.19514859;60.05444186;51.11168874;38.64230949;29.47803375;24.69956515;4417.108285;4.844058013;97;0;1666.736519
PL46;FR;66;134.1234426;523.550865;233.8794774;136.872186;91.30630776;65.12666636;55.42860438;41.90605589;31.9677614;26.78570125;4790.179187;5.253189277;0;0;1807.509816
PL46;FR;52;88.08469253;343.8386018;153.598815;89.88991178;59.96481965;42.77151161;36.40237292;27.52152776;20.99461794;17.59133388;3145.91881;3.449997654;0;0;1187.070234
PL46;DE;14;35.75545447;139.5714183;62.34903341;36.48823144;24.34099861;17.36186835;14.77649919;11.17157481;8.522162981;7.140697428;1276.995509;1.400427594;0;0;481.8571138
PL46;DE;06;39.12232041;152.7139797;68.22004919;39.92409838;26.63303714;18.99672615;16.16790905;12.22353165;9.324641393;7.81309193;1397.242133;1.53229704;0;0;527.2305632
PL46;BE;22;83.79048842;327.0761758;146.1107414;85.50770169;57.04148339;40.68636383;34.6277261;26.17982974;19.97111236;16.7337413;2992.552577;3.281807317;0;0;1129.199545
PL46;DE;84;44.62695347;174.2013152;77.81882386;45.54154412;30.38038891;21.66962504;18.44278451;13.94342086;10.63664765;8.912418445;1593.838479;1.747896035;0;0;601.4135555
PL46;CH;39;82.0064184;320.1120584;142.9997464;83.68706871;55.82695413;39.82006834;33.89043134;25.62240789;19.54588673;16.3774459;2928.835042;3.211930961;36;0;1105.156589
PL46;GB;SG;113.9546867;444.8221254;198.70995;116.290089;77.57616041;55.33327149;47.09355148;35.60445049;27.16062283;22.75781277;4069.858021;4.463243165;97;0;1535.706293
PL46;AT;10;29.49765931;115.1441146;51.43692265;30.10218821;20.08092178;14.3232546;12.19036774;9.216364685;7.030643686;5.890957425;1053.500201;1.155329632;0;0;397.5241593
PL46;IT;00;97.68825981;381.3261271;170.345159;99.69029583;66.50257511;47.43474057;40.37119687;30.52210409;23.28358802;19.50925575;3488.907382;3.826138884;0;0;1316.492368
PL46;NL;52;80.62169332;314.706784;140.5851142;82.27396489;54.88428421;39.14768381;33.31817211;25.18975894;19.2158433;16.10090339;2879.379995;3.157695677;0;0;1086.49539
PL46;FR;49;126.9233815;495.4454261;221.3242782;129.5245659;86.40477092;61.63051409;52.45306684;39.65644048;30.25165696;25.34778196;4533.031129;4.97118575;0;0;1710.478448
PL46;PT;37;209.5744021;818.0736893;365.4480581;213.8694474;142.6705465;101.7635836;86.60989011;65.48025042;49.95118194;41.85396093;7484.88795;8.208363733;0;0;2824.321996
PL46;FR;61;118.4121213;462.2217216;206.4826589;120.8388749;80.61061798;57.49767952;48.93565585;36.99714889;28.22303371;23.648004;4229.053983;4.637826721;0;0;1595.776753
PL46;IT;15;87.72063091;342.4174872;152.9639779;89.51838904;59.71697988;42.59473327;36.25191878;27.40777891;20.90784538;17.51862738;3132.916456;3.435738516;0;0;1182.163971
PL46;FR;28;110.8378584;432.6555861;193.2749406;113.1093841;75.45433833;53.81982513;45.80547359;34.6306164;26.41773984;22.13535312;3958.541419;4.3411669;0;0;1493.702468
PL46;IT;25;74.29073986;289.9939068;129.5454327;75.81326403;50.5744039;36.07354639;30.70180685;23.21169094;17.70688703;14.83655299;2653.271859;2.909732337;0;0;1001.17652
PL46;GB;WF;122.4163214;477.8521169;213.4650343;124.9251376;83.33653017;59.4420093;50.59045399;38.24823691;29.17741806;24.44768007;4372.062808;4.794658522;97;0;1649.739213
PL46;DE;49;65.73715315;256.6049806;114.6300059;67.08437899;44.75143659;31.9201592;27.16690375;20.53917466;15.66817543;13.12832203;2347.783033;2.574715511;0;0;885.9044125
PL46;DE;16;36.11076337;140.9583667;62.96860788;36.8508221;24.58287985;17.53439662;14.92333613;11.28258893;8.606849372;7.211655927;1289.685262;1.414343915;0;0;486.6454216
PL46;HU;94;34.624211;135.1556094;60.37641306;35.33380412;23.57088965;16.81256754;14.30899518;10.81812466;8.252535832;6.914777566;1236.593482;1.35612038;0;0;466.6119513
PL46;BG;40;98.30163088;383.7204211;171.4147327;100.3162374;66.92013558;47.73257674;40.62468203;30.71374816;23.42978245;19.63175167;3510.813749;3.85016268;0;0;1324.758442
PL46;BE;68;82.43655351;321.7910908;143.7498;84.12601907;56.1197743;40.02893016;34.06819139;25.75680099;19.64840764;16.46334788;2944.197191;3.228777987;0;0;1110.953289
PL46;GR;18;135.1628493;527.6081889;235.6919561;137.9328944;92.0138976;65.63137373;55.8581554;42.2308122;32.21549963;26.99328045;4827.30129;5.293899535;0;0;1821.517343
PL46;SE;70;84.94767571;331.5932564;148.1286016;86.68860453;57.82925395;41.24826225;35.1059518;26.54138588;20.24692311;16.96484239;3033.881179;3.327130668;0;0;1144.794338
PL46;IT;03;98.19437721;383.3017564;171.2277077;100.2067857;66.84712122;47.6804973;40.58035778;30.6802374;23.40421899;19.61033211;3506.983216;3.845961895;0;0;1323.313041
PL46;DE;76;66.00814953;257.662815;115.1025594;67.36092921;44.93592096;32.05174762;27.27889723;20.62384584;15.73276628;13.18244253;2357.461589;2.585329578;0;0;889.5564856
PL46;BG;49;105.2223765;410.7355521;183.4828718;107.3788177;71.63152473;51.09310108;43.4847881;32.87609314;25.07931322;21.01388906;3757.986138;4.121226307;0;0;1418.025625
PL46;ES;34;175.7739313;686.1335497;306.5080525;179.3762653;119.6604289;85.3510017;72.6413184;54.91949838;41.89498113;35.10369195;6277.714105;6.884506639;0;0;2368.81115
PL46;SE;27;52.35477267;204.3668578;91.29430794;53.42773826;35.64120406;25.42204216;21.63642631;16.35793108;12.47854103;10.45573595;1869.835262;2.050570169;0;0;705.5572368
PL46;NL;38;79.39339713;309.9121297;138.443257;81.02049583;54.04810533;38.55125685;32.81055955;24.80598524;18.92308404;15.8556012;2835.511758;3.109587216;0;0;1069.9423
PL46;DK;71;70.27144598;274.3045929;122.5367374;71.71159822;47.83821642;34.12188748;29.04077098;21.95588695;16.74890515;14.03386256;2509.723964;2.75230936;0;0;947.010649
PL46;FR;86;124.2260726;484.9164807;216.6208112;126.771978;84.56854221;60.32077485;51.33836188;38.81368268;29.60876467;24.80910424;4436.697537;4.865540727;0;0;1674.128261
PL46;HU;82;40.17258826;156.8137003;70.05146725;40.99589056;27.34802087;19.50670742;16.60194861;12.55168147;9.574968341;8.022840206;1434.752139;1.573432696;0;0;541.3844607
PL46;DE;27;60.53388808;236.2940352;105.5567456;61.77447752;41.20924506;29.39359635;25.01657331;18.91344606;14.42799897;12.08918151;2161.949956;2.370920143;0;0;815.7827953
PL46;CZ;25;24.61472819;96.08359273;42.92224873;25.11918566;16.75680182;11.95223713;10.1724203;7.690722481;5.866817482;4.91579058;879.1077561;0.964080728;0;0;331.7195113
PL46;AT;61;57.31059764;223.7119208;99.93609145;58.48512856;39.01494746;27.82845489;23.68449827;17.90634852;13.65974118;11.44546037;2046.831089;2.244674094;0;0;772.3442362
PL46;LT;03;57.15842149;223.1179012;99.67073232;58.32983368;38.91135153;27.75456232;23.6216091;17.85880201;13.62347063;11.41506938;2041.396162;2.238713837;0;0;770.2934396
PL46;GB;ST;126.0351543;491.9782312;219.7754207;128.6181353;85.80009852;61.19921533;52.08599311;39.37891929;30.03995173;25.17039472;4501.308357;4.936396713;97;0;1698.508286
PL46;FR;62;99.73863822;389.3297793;173.9205327;101.782695;67.89839733;48.43034811;41.21854773;31.16273238;23.77228714;19.91873542;3562.136042;3.906445694;0;0;1344.12422
PL46;GB;LE;119.4089074;466.112676;208.2208174;121.8560892;81.28919326;57.98169149;49.34759322;37.30858864;28.4606135;23.84707146;4264.653902;4.676867665;97;0;1609.209904
PL46;ES;04;199.4411326;778.5184712;347.778039;203.5285053;135.7721893;96.84314575;82.42215844;62.31417184;47.53595954;39.83025258;7122.981217;7.811475748;0;0;2687.761348
PL46;NL;39;80.05900622;312.5103349;139.6039214;81.69974601;54.50122753;38.87445838;33.08563289;25.01395076;19.08172919;15.98852954;2859.283791;3.13565701;0;0;1078.912357
PL46;NL;63;76.94371048;300.3497777;134.1715844;78.52060498;52.38044874;37.36175618;31.79818834;24.04059551;18.33921148;15.36637595;2748.021922;3.01364077;0;0;1036.929185
PL46;GB;KA;143.2468154;559.1639512;249.788476;146.1825344;97.51716448;69.55672605;59.19898048;44.75659837;34.14227914;28.60772382;5116.017756;5.610522814;97;0;1930.460626
PL46;PT;24;218.4111795;852.5680502;380.8573022;222.8873269;148.6862996;106.0544804;90.26182618;68.2412479;52.05739086;43.61874771;7800.490847;8.554472237;0;0;2943.410513
PL46;GB;NW;114.6399073;447.496884;199.9048122;116.9893526;78.04263338;55.66599582;47.37672957;35.8185435;27.32394228;22.89465771;4094.330472;4.490081078;97;0;1544.940644
PL46;PL;55;7.481833462;29.2053373;13.04654329;7.635167139;5.093357101;3.632973194;3.091984362;2.337653472;1.783263704;1.494191858;267.211475;0.293039655;0;0;100.8286633
PL46;FR;03;108.5885042;423.8752316;189.3526002;110.8139312;73.92306065;52.72760037;44.87589285;33.92781931;25.88161567;21.68613612;3878.206394;4.253066837;0;0;1463.389125
PL46;DE;68;63.20756069;246.7307163;110.2189966;64.50294473;43.02938306;30.69185846;26.12151021;19.74881885;15.06525765;12.62313884;2257.439384;2.475639408;0;0;851.8144494
PL46;FR;54;79.99137811;312.2463485;139.485994;81.63073191;54.45518879;38.84162002;33.05768452;24.99282077;19.06561031;15.97502357;2856.868473;3.133008232;0;0;1078.00097
PL46;GB;S8;120.6809507;471.078097;210.4389592;123.1542019;82.15515356;58.59936084;49.87328495;37.70603085;28.76379969;24.10111036;4310.084553;4.726689561;97;0;1626.352551
PL46;DE;78;67.728726;264.3790854;118.1028367;69.1167674;46.10722616;32.88721238;27.98995229;21.16142952;16.14285848;13.52605768;2418.91147;2.652719094;0;0;912.7437734
PL46;SE;24;56.16110232;219.2248658;97.9316442;57.31207533;38.23241332;27.27029148;23.2094514;17.54719568;13.38576378;11.21589545;2005.777203;2.199652013;0;0;756.8531033
PL46;ES;31;157.051671;613.0512057;273.8608704;160.2703086;106.9150025;76.25998543;64.90405235;49.06984175;37.43260872;31.36468211;5609.054101;6.151215164;0;0;2116.501273
PL46;ES;02;186.4651612;727.8667661;325.1510221;190.2866027;126.9386251;90.54236981;77.05963589;58.2599083;44.44319105;37.23883018;6659.548226;7.303248159;0;0;2512.89113
PL46;PL;87;20.13146025;78.5831561;35.10449263;20.54403704;13.70475787;9.775285137;8.31963991;6.289952614;4.798249326;4.020440198;718.9891642;0.788485361;0;0;271.3009099
PL46;PL;03;22.65399262;88.42986135;39.50319088;23.11826652;15.42200515;11.0001577;9.362115754;7.07810255;5.399484363;4.524213418;809.0806639;0.887284943;0;0;305.295728
PL46;CZ;74;11.4344006;44.63418332;19.93888305;11.66873871;7.784119466;5.552231426;4.725444374;3.572609093;2.725341545;2.283556346;408.3762444;0.447849156;0;0;154.0952941
PL46;CZ;41;25.89357314;101.0755641;45.15225107;26.42423943;17.62739244;12.57320917;10.70092293;8.090289829;6.171624827;5.171187834;924.7813265;1.014169023;0;0;348.95382
PL46;PL;58;11.51302939;44.94111079;20.07599301;11.74897892;7.837647051;5.590411408;4.757938946;3.59717618;2.744082387;2.299259247;411.1844483;0.450928796;0;0;155.1549321
PL46;FR;40;145.6311542;568.4712177;253.9461974;148.6157382;99.14033464;70.71449558;60.18434566;45.50157055;34.71057631;29.08389849;5201.173711;5.703909791;0;0;1962.593083
PL46;GB;GU;118.4360768;462.3152318;206.5244316;120.8633213;80.62692599;57.50931164;48.94555582;37.00463363;28.2287434;23.65278813;4229.909546;4.638764981;97;0;1596.099588
PL46;GB;CT;106.2749168;414.8441432;185.3182525;108.4529289;72.34805546;51.60418579;43.9197668;33.20495298;25.3301818;21.22409117;3795.577305;4.162450968;97;0;1432.210147
PL46;NL;14;83.08715022;324.3306951;144.8842864;84.78994918;56.56267661;40.34484208;34.33706062;25.96007598;19.80347464;16.59327811;2967.43306;3.254259793;0;0;1119.721033
PL46;FR;13;114.7156218;447.7924354;200.0368403;117.0666188;78.09417701;55.70276069;47.40801976;35.84220003;27.34198851;22.90977859;4097.034592;4.493046574;0;0;1545.961008
PL46;GB;CW;128.2489263;500.6196902;223.635714;130.8772766;87.30715306;62.27416229;53.0008689;40.07059891;30.56759502;25.6125056;4580.37257;5.023103129;97;0;1728.342105
PL46;IT;33;58.84840409;229.7147484;102.6176612;60.05445101;40.06182955;28.57517153;24.32002077;18.38682682;14.02627091;11.75257465;2101.753393;2.304905089;0;0;793.0684302
PL46;FR;67;71.6312546;279.612606;124.9079211;73.09927493;48.76392412;34.78217326;29.60273309;22.3807509;17.07300985;14.30542901;2558.289128;2.805568745;0;0;965.3360616
PL46;DE;56;67.15818117;262.1519636;117.1079418;68.53452975;45.71882022;32.61017145;27.75416574;20.98316625;16.00687151;13.41211456;2398.53463;2.630372665;0;0;905.0548462
PL46;GR;19;135.1628493;527.6081889;235.6919561;137.9328944;92.0138976;65.63137373;55.8581554;42.2308122;32.21549963;26.99328045;4827.30129;5.293899535;0;0;1821.517343
PL46;BE;89;96.03079055;374.8561958;167.4549256;97.99885818;65.37423099;46.62991894;39.68622185;30.00423787;22.88853716;19.17824369;3429.711356;3.761221077;0;0;1294.155542
PL46;GR;17;135.4128591;528.5841022;236.1279139;138.188028;92.18409508;65.75277164;55.96147585;42.30892624;32.27508842;27.04320974;4836.230316;5.303691625;0;0;1824.886592
PL46;IT;37;72.51709925;283.0705006;126.4526241;74.0032742;49.36697459;35.21231514;29.96882221;22.65752769;17.28414721;14.48234044;2589.926808;2.840264467;0;0;977.2741156
PL46;GB;CV;122.3743463;477.6882668;213.3918396;124.8823022;83.30795501;59.42162731;50.57310709;38.23512202;29.16741345;24.43929724;4370.563677;4.793014488;97;0;1649.173536
PL46;GB;HU;115.797702;452.0163358;201.9237317;118.1708753;78.83081746;56.22818919;47.8552063;36.18028944;27.59989781;23.1258801;4135.680769;4.535428221;97;0;1560.543624
PL46;DK;66;70.86611577;276.6258865;123.5737005;72.31845526;48.24304575;34.41064283;29.28652754;22.14168792;16.89064221;14.15262365;2530.96242;2.775600688;0;0;955.0246954
PL46;DE;86;53.60748235;209.2568101;93.47873655;54.70612113;36.49400274;26.03032363;22.15412812;16.74933262;12.77711914;10.70591374;1914.575419;2.099634829;0;0;722.4393343
PL46;BE;48;77.44856716;302.3204858;135.0519347;79.03580826;52.7241366;37.60690075;32.00682823;24.19833492;18.45954196;15.46720053;2766.05273;3.033414403;0;0;1043.732868
PL46;BE;25;85.11340069;332.2401639;148.4175867;86.8577259;57.94207342;41.32873376;35.17444023;26.59316565;20.28642296;16.99793921;3039.799998;3.333621589;0;0;1147.027725
PL46;AT;23;30.21536946;117.9456962;52.68843896;30.83460721;20.56951246;14.67175497;12.48697266;9.440608867;7.201706898;6.03429083;1079.133007;1.183440059;0;0;407.1963547
PL46;PL;42;7.178075297;28.01961729;12.51686108;7.325183714;4.886569712;3.485476557;2.966451563;2.242746076;1.710864216;1.433528522;256.3628418;0.281142412;0;0;96.73507711
