Lane ID / -,Dep.shipping point,Ship to Country code,Ship to Country name,Ship to simplified postcode 2 digits,Minimum,<=50kg,<=100kg,<=200,<=400,<=800,<=1500,<=5000,<=10000,<=15000,FTL,Sample shipment (no minimum calculation),Custom Clearance,DG Surcharge per shipment,
CH01-EG-NL-91-,CH,NL,Netherlands,91,14.82 GBP / shipm.,68.04 GBP / 100kg,35.78 GBP / 100kg,25.29 GBP / 100kg,11.52 GBP / 100kg,6.62 GBP / 100kg,5.39 GBP / 100kg,7.85 GBP / 100kg,8.49 GBP / 100kg,6.78 GBP / 100kg,"1,315.08 GBP / shipm.",66.00 EUR / shipm.,38.00 EUR / shipm.,,
CH01-EG-LT-28-,CH,LT,Lithuania,28,157.44 GBP / shipm.,419.59 GBP / 100kg,223.91 GBP / 100kg,129.85 GBP / 100kg,76.40 GBP / 100kg,54.50 GBP / 100kg,45.29 GBP / 100kg,29.13 GBP / 100kg,28.20 GBP / 100kg,27.74 GBP / 100kg,"5,223.81 GBP / shipm.",91.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-FR-72-,CH,FR,France,72,42.78 GBP / shipm.,211.26 GBP / 100kg,91.59 GBP / 100kg,67.18 GBP / 100kg,63.78 GBP / 100kg,59.97 GBP / 100kg,49.76 GBP / 100kg,27.04 GBP / 100kg,10.03 GBP / 100kg,6.88 GBP / 100kg,"2,144.58 GBP / shipm.",52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-FR-79-,CH,FR,France,79,15.87 GBP / shipm.,78.37 GBP / 100kg,33.98 GBP / 100kg,24.92 GBP / 100kg,23.66 GBP / 100kg,22.25 GBP / 100kg,18.46 GBP / 100kg,10.03 GBP / 100kg,3.72 GBP / 100kg,2.55 GBP / 100kg,795.57 GBP / shipm.,52.00 EUR / shipm.,39.00 EUR / shipm.,,
CH00-EG-AT-89-,CH,AT,Austria,89,109.76 GBP / shipm.,566.95 GBP / 100kg,234.28 GBP / 100kg,111.25 GBP / 100kg,79.79 GBP / 100kg,60.37 GBP / 100kg,56.98 GBP / 100kg,46.04 GBP / 100kg,41.98 GBP / 100kg,35.42 GBP / 100kg,"3,855.32 GBP / shipm.",59.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-BG-53-,CH,BG,Bulgaria,53,55.20 GBP / shipm.,129.59 GBP / 100kg,92.18 GBP / 100kg,48.06 GBP / 100kg,27.55 GBP / 100kg,19.45 GBP / 100kg,16.61 GBP / 100kg,11.21 GBP / 100kg,12.04 GBP / 100kg,12.01 GBP / 100kg,"2,181.32 GBP / shipm.",54.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-CZ-35-,CH,CZ,Czech Republic,35,63.84 GBP / shipm.,162.29 GBP / 100kg,97.88 GBP / 100kg,58.67 GBP / 100kg,32.45 GBP / 100kg,22.49 GBP / 100kg,21.59 GBP / 100kg,12.35 GBP / 100kg,12.33 GBP / 100kg,12.28 GBP / 100kg,"2,226.56 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-CZ-73-,CH,CZ,Czech Republic,73,67.26 GBP / shipm.,170.98 GBP / 100kg,103.12 GBP / 100kg,61.81 GBP / 100kg,34.18 GBP / 100kg,23.69 GBP / 100kg,22.75 GBP / 100kg,13.02 GBP / 100kg,12.99 GBP / 100kg,12.93 GBP / 100kg,"2,345.84 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-CZ-75-,CH,CZ,Czech Republic,75,55.29 GBP / shipm.,140.55 GBP / 100kg,84.77 GBP / 100kg,50.81 GBP / 100kg,28.10 GBP / 100kg,19.48 GBP / 100kg,18.70 GBP / 100kg,10.70 GBP / 100kg,10.68 GBP / 100kg,10.63 GBP / 100kg,"1,928.36 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-CZ-79-,CH,CZ,Czech Republic,79,50.16 GBP / shipm.,127.51 GBP / 100kg,76.90 GBP / 100kg,46.09 GBP / 100kg,25.49 GBP / 100kg,17.67 GBP / 100kg,16.97 GBP / 100kg,9.71 GBP / 100kg,9.69 GBP / 100kg,9.64 GBP / 100kg,"1,749.44 GBP / shipm.",57.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-HU-29-,CH,HU,Hungary,29,49.95 GBP / shipm.,108.21 GBP / 100kg,73.19 GBP / 100kg,41.00 GBP / 100kg,20.44 GBP / 100kg,14.57 GBP / 100kg,14.76 GBP / 100kg,9.28 GBP / 100kg,10.11 GBP / 100kg,10.19 GBP / 100kg,"2,106.78 GBP / shipm.",41.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-HU-39-,CH,HU,Hungary,39,78.89 GBP / shipm.,175.73 GBP / 100kg,115.55 GBP / 100kg,65.04 GBP / 100kg,32.25 GBP / 100kg,27.74 GBP / 100kg,27.32 GBP / 100kg,17.29 GBP / 100kg,15.01 GBP / 100kg,17.37 GBP / 100kg,"3,608.01 GBP / shipm.",41.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-LT-02-,CH,LT,Lithuania,02,213.76 GBP / shipm.,569.69 GBP / 100kg,304.01 GBP / 100kg,176.30 GBP / 100kg,103.72 GBP / 100kg,74.00 GBP / 100kg,61.49 GBP / 100kg,39.55 GBP / 100kg,38.29 GBP / 100kg,37.66 GBP / 100kg,"7,092.49 GBP / shipm.",91.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-LV-46-,CH,LV,Latvia,46,172.80 GBP / shipm.,485.98 GBP / 100kg,262.46 GBP / 100kg,147.94 GBP / 100kg,84.89 GBP / 100kg,59.26 GBP / 100kg,50.18 GBP / 100kg,34.93 GBP / 100kg,31.58 GBP / 100kg,30.49 GBP / 100kg,"5,747.76 GBP / shipm.",177.00 EUR / shipm.,77.00 EUR / shipm.,,
CH01-EG-PL-39-,CH,PL,Poland,39,24.18 GBP / shipm.,74.85 GBP / 100kg,56.70 GBP / 100kg,36.19 GBP / 100kg,23.68 GBP / 100kg,13.59 GBP / 100kg,21.16 GBP / 100kg,16.83 GBP / 100kg,13.31 GBP / 100kg,9.18 GBP / 100kg,"1,182.03 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-70-,CH,PL,Poland,70,36.66 GBP / shipm.,157.62 GBP / 100kg,84.59 GBP / 100kg,48.83 GBP / 100kg,34.97 GBP / 100kg,24.00 GBP / 100kg,22.66 GBP / 100kg,24.42 GBP / 100kg,21.73 GBP / 100kg,13.92 GBP / 100kg,"1,779.42 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-72-,CH,PL,Poland,72,30.68 GBP / shipm.,131.91 GBP / 100kg,70.79 GBP / 100kg,40.86 GBP / 100kg,29.26 GBP / 100kg,20.08 GBP / 100kg,18.96 GBP / 100kg,20.44 GBP / 100kg,18.18 GBP / 100kg,11.65 GBP / 100kg,"1,489.16 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-76-,CH,PL,Poland,76,33.28 GBP / shipm.,143.09 GBP / 100kg,76.79 GBP / 100kg,44.33 GBP / 100kg,31.74 GBP / 100kg,21.79 GBP / 100kg,20.57 GBP / 100kg,22.17 GBP / 100kg,19.72 GBP / 100kg,12.63 GBP / 100kg,"1,615.36 GBP / shipm.",49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH00-EG-PL-81-,CH,PL,Poland,81,17.25 GBP / shipm.,112.93 GBP / 100kg,40.71 GBP / 100kg,23.89 GBP / 100kg,18.47 GBP / 100kg,10.92 GBP / 100kg,12.14 GBP / 100kg,13.39 GBP / 100kg,9.87 GBP / 100kg,6.81 GBP / 100kg,880.44 GBP / shipm.,49.00 EUR / shipm.,33.00 EUR / shipm.,,
CH01-EG-RO-51-,CH,RO,Romania,51,73.92 GBP / shipm.,185.50 GBP / 100kg,123.02 GBP / 100kg,66.58 GBP / 100kg,38.39 GBP / 100kg,28.44 GBP / 100kg,24.00 GBP / 100kg,14.48 GBP / 100kg,14.41 GBP / 100kg,14.19 GBP / 100kg,"2,608.32 GBP / shipm.",53.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-RO-90-,CH,RO,Romania,90,72.68 GBP / shipm.,186.20 GBP / 100kg,121.92 GBP / 100kg,66.10 GBP / 100kg,38.69 GBP / 100kg,28.74 GBP / 100kg,24.34 GBP / 100kg,14.69 GBP / 100kg,14.20 GBP / 100kg,14.00 GBP / 100kg,"2,553.28 GBP / shipm.",53.00 EUR / shipm.,36.00 EUR / shipm.,,
CH00-EG-RU-06-,CH,RU,Russian Fed.,06,764.72 GBP / shipm.,"2,401.17 GBP / 100kg","1,132.75 GBP / 100kg",565.80 GBP / 100kg,309.61 GBP / 100kg,182.44 GBP / 100kg,134.55 GBP / 100kg,78.60 GBP / 100kg,46.81 GBP / 100kg,35.51 GBP / 100kg,"5,082.07 GBP / shipm.",359.00 EUR / shipm.,66.00 EUR / shipm.,,
CH01-EG-SI-15-,CH,SI,Slovenia,15,60.80 GBP / shipm.,148.78 GBP / 100kg,87.46 GBP / 100kg,54.40 GBP / 100kg,28.97 GBP / 100kg,20.22 GBP / 100kg,18.11 GBP / 100kg,9.24 GBP / 100kg,10.46 GBP / 100kg,10.51 GBP / 100kg,"2,591.60 GBP / shipm.",60.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-SI-42-,CH,SI,Slovenia,42,45.44 GBP / shipm.,111.19 GBP / 100kg,65.36 GBP / 100kg,40.65 GBP / 100kg,21.65 GBP / 100kg,15.11 GBP / 100kg,13.53 GBP / 100kg,6.91 GBP / 100kg,7.82 GBP / 100kg,7.85 GBP / 100kg,"1,936.88 GBP / shipm.",60.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-SI-92-,CH,SI,Slovenia,92,120.96 GBP / shipm.,295.99 GBP / 100kg,173.99 GBP / 100kg,108.22 GBP / 100kg,57.63 GBP / 100kg,40.22 GBP / 100kg,36.02 GBP / 100kg,18.39 GBP / 100kg,20.81 GBP / 100kg,20.90 GBP / 100kg,"5,155.92 GBP / shipm.",60.00 EUR / shipm.,36.00 EUR / shipm.,,
CH01-EG-DK-28-,CH,DK,Denmark,28,144.54 GBP / shipm.,791.27 GBP / 100kg,318.60 GBP / 100kg,139.29 GBP / 100kg,143.65 GBP / 100kg,91.65 GBP / 100kg,90.66 GBP / 100kg,90.39 GBP / 100kg,57.74 GBP / 100kg,42.97 GBP / 100kg,"7,684.38 GBP / shipm.",32.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-AT-57-,FR01/FRB1,AT,Austria,57,125.30 GBP / shipm.,608.28 GBP / 100kg,241.52 GBP / 100kg,123.69 GBP / 100kg,94.80 GBP / 100kg,76.29 GBP / 100kg,69.31 GBP / 100kg,50.80 GBP / 100kg,40.60 GBP / 100kg,33.62 GBP / 100kg,"3,420.69 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-AT-23-,FR01/FRB1,AT,Austria,23,96.60 GBP / shipm.,468.95 GBP / 100kg,186.20 GBP / 100kg,95.36 GBP / 100kg,73.08 GBP / 100kg,58.82 GBP / 100kg,53.43 GBP / 100kg,39.16 GBP / 100kg,31.30 GBP / 100kg,25.92 GBP / 100kg,"2,637.18 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-SK-83-,FR01/FRB1,SK,Slovakia,83,73.72 GBP / shipm.,197.33 GBP / 100kg,108.11 GBP / 100kg,62.34 GBP / 100kg,38.96 GBP / 100kg,28.07 GBP / 100kg,23.58 GBP / 100kg,13.99 GBP / 100kg,11.59 GBP / 100kg,11.09 GBP / 100kg,"1,607.29 GBP / shipm.",48.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-25-,FR01/FRB1,CZ,Czech Republic,25,39.69 GBP / shipm.,108.96 GBP / 100kg,57.92 GBP / 100kg,34.79 GBP / 100kg,22.87 GBP / 100kg,17.50 GBP / 100kg,15.86 GBP / 100kg,9.11 GBP / 100kg,6.94 GBP / 100kg,6.68 GBP / 100kg,"1,048.32 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-26-,FR01/FRB1,CZ,Czech Republic,26,39.69 GBP / shipm.,108.96 GBP / 100kg,57.92 GBP / 100kg,34.79 GBP / 100kg,22.87 GBP / 100kg,17.50 GBP / 100kg,15.86 GBP / 100kg,9.11 GBP / 100kg,6.94 GBP / 100kg,6.68 GBP / 100kg,"1,048.32 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-RU-17-,FR01/FRB1,RU,Russian Fed.,17,713.40 GBP / shipm.,"2,259.41 GBP / 100kg","1,058.88 GBP / 100kg",534.46 GBP / 100kg,312.40 GBP / 100kg,202.37 GBP / 100kg,129.35 GBP / 100kg,77.16 GBP / 100kg,55.71 GBP / 100kg,45.29 GBP / 100kg,"6,769.92 GBP / shipm.",197.00 EUR / shipm.,63.00 EUR / shipm.,,
FR01-EG-DE-65-,FR01/FRB1,DE,Germany,65,42.12 GBP / shipm.,175.64 GBP / 100kg,108.70 GBP / 100kg,70.39 GBP / 100kg,58.32 GBP / 100kg,44.52 GBP / 100kg,35.54 GBP / 100kg,24.85 GBP / 100kg,16.73 GBP / 100kg,13.80 GBP / 100kg,"2,146.50 GBP / shipm.",64.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-RU-42-,CH,RU,Russian Fed.,42,"2,060.16 GBP / shipm.","6,498.05 GBP / 100kg","3,063.53 GBP / 100kg","1,531.08 GBP / 100kg",839.04 GBP / 100kg,495.67 GBP / 100kg,365.82 GBP / 100kg,213.48 GBP / 100kg,127.03 GBP / 100kg,96.33 GBP / 100kg,"13,724.16 GBP / shipm.",359.00 EUR / shipm.,66.00 EUR / shipm.,,
FR01-EG-FR-62-,FR01/FRB1,FR,France,62,57.38 GBP / shipm.,258.66 GBP / 100kg,101.93 GBP / 100kg,74.44 GBP / 100kg,70.67 GBP / 100kg,66.44 GBP / 100kg,55.12 GBP / 100kg,29.90 GBP / 100kg,11.02 GBP / 100kg,7.55 GBP / 100kg,"1,706.30 GBP / shipm.",50.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-FR-84-,FR01/FRB1,FR,France,84,53.58 GBP / shipm.,241.53 GBP / 100kg,95.18 GBP / 100kg,69.51 GBP / 100kg,65.99 GBP / 100kg,62.04 GBP / 100kg,51.47 GBP / 100kg,27.92 GBP / 100kg,10.29 GBP / 100kg,7.05 GBP / 100kg,"1,593.30 GBP / shipm.",50.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-87-,FR01/FRB1,PL,Poland,87,67.60 GBP / shipm.,276.82 GBP / 100kg,118.89 GBP / 100kg,61.94 GBP / 100kg,52.36 GBP / 100kg,45.26 GBP / 100kg,39.93 GBP / 100kg,33.90 GBP / 100kg,23.61 GBP / 100kg,17.75 GBP / 100kg,"2,038.14 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-81-,FR01/FRB1,PL,Poland,81,57.72 GBP / shipm.,313.60 GBP / 100kg,109.88 GBP / 100kg,68.54 GBP / 100kg,56.57 GBP / 100kg,40.40 GBP / 100kg,39.63 GBP / 100kg,34.97 GBP / 100kg,22.69 GBP / 100kg,15.54 GBP / 100kg,"1,784.88 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-RO-30-,FR01/FRB1,RO,Romania,30,133.98 GBP / shipm.,368.81 GBP / 100kg,212.26 GBP / 100kg,119.97 GBP / 100kg,78.09 GBP / 100kg,63.18 GBP / 100kg,56.45 GBP / 100kg,33.72 GBP / 100kg,27.68 GBP / 100kg,26.62 GBP / 100kg,"4,384.80 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-GR-58-,CH,GR,Greece,58,92.63 GBP / shipm.,268.06 GBP / 100kg,137.44 GBP / 100kg,77.01 GBP / 100kg,50.18 GBP / 100kg,39.53 GBP / 100kg,40.02 GBP / 100kg,42.01 GBP / 100kg,48.43 GBP / 100kg,39.88 GBP / 100kg,"6,371.06 GBP / shipm.",70.00 EUR / shipm.,33.00 EUR / shipm.,,
FR01-EG-ES-33-,FR01/FRB1,ES,Spain,33,75.71 GBP / shipm.,232.55 GBP / 100kg,94.13 GBP / 100kg,49.72 GBP / 100kg,37.06 GBP / 100kg,25.43 GBP / 100kg,20.45 GBP / 100kg,14.46 GBP / 100kg,9.49 GBP / 100kg,7.12 GBP / 100kg,"1,370.69 GBP / shipm.",51.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-AT-67-,FR01/FRB1,AT,Austria,67,130.90 GBP / shipm.,635.46 GBP / 100kg,252.32 GBP / 100kg,129.22 GBP / 100kg,99.04 GBP / 100kg,79.70 GBP / 100kg,72.41 GBP / 100kg,53.07 GBP / 100kg,42.41 GBP / 100kg,35.12 GBP / 100kg,"3,573.57 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-AT-89-,FR01/FRB1,AT,Austria,89,133.00 GBP / shipm.,645.66 GBP / 100kg,256.37 GBP / 100kg,131.29 GBP / 100kg,100.62 GBP / 100kg,80.98 GBP / 100kg,78.98 GBP / 100kg,64.75 GBP / 100kg,48.51 GBP / 100kg,35.68 GBP / 100kg,"3,630.90 GBP / shipm.",57.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-BG-53-,FR01/FRB1,BG,Bulgaria,53,131.58 GBP / shipm.,344.59 GBP / 100kg,203.03 GBP / 100kg,113.14 GBP / 100kg,74.28 GBP / 100kg,58.22 GBP / 100kg,49.31 GBP / 100kg,30.74 GBP / 100kg,25.75 GBP / 100kg,24.34 GBP / 100kg,"4,008.60 GBP / shipm.",50.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-35-,FR01/FRB1,CZ,Czech Republic,35,137.31 GBP / shipm.,387.21 GBP / 100kg,205.09 GBP / 100kg,130.19 GBP / 100kg,83.20 GBP / 100kg,64.99 GBP / 100kg,58.98 GBP / 100kg,33.31 GBP / 100kg,25.25 GBP / 100kg,23.80 GBP / 100kg,"3,892.44 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-73-,FR01/FRB1,CZ,Czech Republic,73,77.97 GBP / shipm.,219.88 GBP / 100kg,113.64 GBP / 100kg,70.86 GBP / 100kg,45.48 GBP / 100kg,35.26 GBP / 100kg,31.97 GBP / 100kg,17.98 GBP / 100kg,13.87 GBP / 100kg,13.04 GBP / 100kg,"2,108.58 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-75-,FR01/FRB1,CZ,Czech Republic,75,50.37 GBP / shipm.,142.04 GBP / 100kg,73.42 GBP / 100kg,45.78 GBP / 100kg,29.38 GBP / 100kg,22.78 GBP / 100kg,20.65 GBP / 100kg,11.61 GBP / 100kg,8.96 GBP / 100kg,8.42 GBP / 100kg,"1,362.18 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-CZ-79-,FR01/FRB1,CZ,Czech Republic,79,104.19 GBP / shipm.,293.82 GBP / 100kg,151.86 GBP / 100kg,94.69 GBP / 100kg,60.78 GBP / 100kg,47.11 GBP / 100kg,42.72 GBP / 100kg,24.02 GBP / 100kg,18.53 GBP / 100kg,17.43 GBP / 100kg,"2,817.66 GBP / shipm.",53.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-GR-58-,FR01/FRB1,GR,Greece,58,113.88 GBP / shipm.,352.76 GBP / 100kg,162.61 GBP / 100kg,96.27 GBP / 100kg,69.53 GBP / 100kg,58.08 GBP / 100kg,55.05 GBP / 100kg,49.17 GBP / 100kg,49.48 GBP / 100kg,40.26 GBP / 100kg,"6,110.52 GBP / shipm.",67.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-HU-29-,FR01/FRB1,HU,Hungary,29,106.59 GBP / shipm.,281.60 GBP / 100kg,150.97 GBP / 100kg,90.58 GBP / 100kg,57.09 GBP / 100kg,46.45 GBP / 100kg,42.58 GBP / 100kg,24.96 GBP / 100kg,19.54 GBP / 100kg,18.59 GBP / 100kg,"3,334.21 GBP / shipm.",38.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-HU-39-,FR01/FRB1,HU,Hungary,39,57.95 GBP / shipm.,153.29 GBP / 100kg,81.80 GBP / 100kg,49.07 GBP / 100kg,30.38 GBP / 100kg,27.14 GBP / 100kg,24.88 GBP / 100kg,14.85 GBP / 100kg,10.13 GBP / 100kg,10.82 GBP / 100kg,"1,995.00 GBP / shipm.",38.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-HU-90-,FR01/FRB1,HU,Hungary,90,68.40 GBP / shipm.,183.95 GBP / 100kg,95.69 GBP / 100kg,56.40 GBP / 100kg,36.10 GBP / 100kg,30.32 GBP / 100kg,27.61 GBP / 100kg,16.17 GBP / 100kg,11.45 GBP / 100kg,11.91 GBP / 100kg,"2,161.44 GBP / shipm.",38.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-LT-22-,CH,LT,Lithuania,22,102.40 GBP / shipm.,272.90 GBP / 100kg,145.63 GBP / 100kg,84.46 GBP / 100kg,49.69 GBP / 100kg,35.45 GBP / 100kg,29.46 GBP / 100kg,18.94 GBP / 100kg,18.34 GBP / 100kg,18.04 GBP / 100kg,"3,397.60 GBP / shipm.",91.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-LT-22-,FR01/FRB1,LT,Lithuania,22,215.74 GBP / shipm.,606.05 GBP / 100kg,303.11 GBP / 100kg,180.30 GBP / 100kg,114.31 GBP / 100kg,86.49 GBP / 100kg,71.82 GBP / 100kg,44.48 GBP / 100kg,37.50 GBP / 100kg,35.82 GBP / 100kg,"6,373.99 GBP / shipm.",84.00 EUR / shipm.,0.00 EUR / shipm.,,
CH01-EG-LT-21-,CH,LT,Lithuania,21,179.20 GBP / shipm.,477.58 GBP / 100kg,254.86 GBP / 100kg,147.80 GBP / 100kg,86.95 GBP / 100kg,62.03 GBP / 100kg,51.55 GBP / 100kg,33.15 GBP / 100kg,32.10 GBP / 100kg,31.57 GBP / 100kg,"5,945.80 GBP / shipm.",91.00 EUR / shipm.,36.00 EUR / shipm.,,
FR01-EG-LT-21-,FR01/FRB1,LT,Lithuania,21,176.88 GBP / shipm.,496.89 GBP / 100kg,248.52 GBP / 100kg,147.83 GBP / 100kg,93.72 GBP / 100kg,70.91 GBP / 100kg,58.89 GBP / 100kg,36.47 GBP / 100kg,30.74 GBP / 100kg,29.37 GBP / 100kg,"5,225.88 GBP / shipm.",84.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-LV-46-,FR01/FRB1,LV,Latvia,46,190.24 GBP / shipm.,553.67 GBP / 100kg,284.00 GBP / 100kg,163.69 GBP / 100kg,100.12 GBP / 100kg,73.60 GBP / 100kg,62.13 GBP / 100kg,41.34 GBP / 100kg,33.81 GBP / 100kg,32.02 GBP / 100kg,"5,748.96 GBP / shipm.",164.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-08-,FR01/FRB1,PL,Poland,08,66.40 GBP / shipm.,277.32 GBP / 100kg,119.06 GBP / 100kg,62.05 GBP / 100kg,52.47 GBP / 100kg,45.32 GBP / 100kg,39.92 GBP / 100kg,33.81 GBP / 100kg,23.54 GBP / 100kg,17.61 GBP / 100kg,"2,043.46 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-37-,FR01/FRB1,PL,Poland,37,65.20 GBP / shipm.,224.21 GBP / 100kg,126.49 GBP / 100kg,83.52 GBP / 100kg,61.45 GBP / 100kg,43.31 GBP / 100kg,52.21 GBP / 100kg,37.31 GBP / 100kg,25.33 GBP / 100kg,17.29 GBP / 100kg,"1,996.75 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-39-,FR01/FRB1,PL,Poland,39,23.60 GBP / shipm.,81.15 GBP / 100kg,45.78 GBP / 100kg,30.23 GBP / 100kg,22.24 GBP / 100kg,15.68 GBP / 100kg,18.90 GBP / 100kg,13.51 GBP / 100kg,9.17 GBP / 100kg,6.26 GBP / 100kg,722.75 GBP / shipm.,45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-70-,FR01/FRB1,PL,Poland,70,22.00 GBP / shipm.,75.65 GBP / 100kg,42.68 GBP / 100kg,28.18 GBP / 100kg,20.74 GBP / 100kg,14.61 GBP / 100kg,17.62 GBP / 100kg,12.59 GBP / 100kg,8.55 GBP / 100kg,5.84 GBP / 100kg,673.75 GBP / shipm.,45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-72-,FR01/FRB1,PL,Poland,72,42.40 GBP / shipm.,145.80 GBP / 100kg,82.26 GBP / 100kg,54.31 GBP / 100kg,39.96 GBP / 100kg,28.16 GBP / 100kg,33.95 GBP / 100kg,24.26 GBP / 100kg,16.47 GBP / 100kg,11.25 GBP / 100kg,"1,298.50 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-PL-76-,FR01/FRB1,PL,Poland,76,68.80 GBP / shipm.,236.59 GBP / 100kg,133.47 GBP / 100kg,88.13 GBP / 100kg,64.84 GBP / 100kg,45.70 GBP / 100kg,55.09 GBP / 100kg,39.37 GBP / 100kg,26.73 GBP / 100kg,18.25 GBP / 100kg,"2,107.00 GBP / shipm.",45.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-RO-10-,FR01/FRB1,RO,Romania,10,120.89 GBP / shipm.,332.78 GBP / 100kg,191.52 GBP / 100kg,108.25 GBP / 100kg,70.46 GBP / 100kg,57.01 GBP / 100kg,50.93 GBP / 100kg,30.43 GBP / 100kg,24.98 GBP / 100kg,24.02 GBP / 100kg,"3,956.40 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-RO-51-,FR01/FRB1,RO,Romania,51,83.66 GBP / shipm.,226.41 GBP / 100kg,132.08 GBP / 100kg,74.62 GBP / 100kg,47.75 GBP / 100kg,37.67 GBP / 100kg,31.68 GBP / 100kg,18.52 GBP / 100kg,15.25 GBP / 100kg,14.44 GBP / 100kg,"2,452.84 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
FR01-EG-RO-90-,FR01/FRB1,RO,Romania,90,96.96 GBP / shipm.,266.25 GBP / 100kg,155.30 GBP / 100kg,87.64 GBP / 100kg,56.21 GBP / 100kg,44.26 GBP / 100kg,37.31 GBP / 100kg,21.84 GBP / 100kg,17.92 GBP / 100kg,17.04 GBP / 100kg,"2,883.84 GBP / shipm.",49.00 EUR / shipm.,0.00 EUR / shipm.,,
CH00-EG-RU-60-,CH,RU,Russian Fed.,60,557.96 GBP / shipm.,"1,759.89 GBP / 100kg",829.71 GBP / 100kg,414.67 GBP / 100kg,227.24 GBP / 100kg,134.24 GBP / 100kg,99.08 GBP / 100kg,57.82 GBP / 100kg,34.40 GBP / 100kg,26.09 GBP / 100kg,"3,716.96 GBP / shipm.",359.00 EUR / shipm.,66.00 EUR / shipm.,,
